Hello, World!33333333333333333333333333333333333333333333333333333333333333333
====--PcapFileProcess  fname:/home/avorovich/pcap/rp_tap0.pcap
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:58796-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:58848-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:48528-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:58824-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.61:39634-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:58862-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.61:39656-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:48556-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:58734-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.61:50974-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:48686-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:48700-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.61:39650-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:48496-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:58764-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:58682-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:48518-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.61:50974-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:58700-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:48470-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:58696-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:48540-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:48554-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.61:39658-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:58810-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.61:42332-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.61:39658-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:48618-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:58780-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:58842-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:48718-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:48634-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:58760-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:58746-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.61:48552-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:48672-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:58904-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:48588-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:48482-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:48480-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.61:40110-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:48530-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.61:39624-192.168.110.51:1096
======================client to broker 
gaps_pos!!!  seq_gap_pos_count:15
frame stats  tcp_pair_key:192.168.110.61:41072-192.168.110.51:1096  frame_count:197  syn_count:0  fin_count:0  rst_count:1  isn:001979239428  "seq_gap_pos_count %":0.0757576  "seq_gap_neg_count %":0
kafka stats  kafka_count:196  kafka_len_tot:000000025080  tcp_payload_len_tot:000000025080  ind_client_id_n:1
kafka client_id list (req only) 
client_id_key:consumer-sub-000-nOkgFv0-7
kafka_non_ack_count:109  pct_non_ack!!!:0.553299
kafka req  list  
kafka_corr_id:5603  ack:0  iframe:178552
kafka_corr_id:5607  ack:1  iframe:178686
kafka_corr_id:5611  ack:1  iframe:179086
kafka_corr_id:5615  ack:0  iframe:179532
kafka_corr_id:5627  ack:1  iframe:181979
kafka_corr_id:5631  ack:0  iframe:182270
kafka_corr_id:5635  ack:1  iframe:184677
kafka_corr_id:5639  ack:1  iframe:185803
kafka_corr_id:5643  ack:1  iframe:186522
kafka_corr_id:5647  ack:1  iframe:189464
kafka_corr_id:5651  ack:1  iframe:190917
kafka_corr_id:5655  ack:1  iframe:191110
kafka_corr_id:5659  ack:1  iframe:194127
kafka_corr_id:5663  ack:1  iframe:194257
kafka_corr_id:5667  ack:1  iframe:194414
kafka_corr_id:5671  ack:0  iframe:194753
kafka_corr_id:5675  ack:0  iframe:197422
kafka_corr_id:5679  ack:1  iframe:197715
kafka_corr_id:5683  ack:0  iframe:200787
kafka_corr_id:5695  ack:1  iframe:201086
kafka_corr_id:5699  ack:1  iframe:202287
kafka_corr_id:5703  ack:1  iframe:202395
kafka_corr_id:5707  ack:1  iframe:202493
kafka_corr_id:5711  ack:1  iframe:202675
kafka_corr_id:5715  ack:1  iframe:202780
kafka_corr_id:5717  ack:1  iframe:203947
kafka_corr_id:5721  ack:1  iframe:204088
kafka_corr_id:5723  ack:1  iframe:204159
kafka_corr_id:5725  ack:1  iframe:204524
=============broker to client 
gaps_pos!!!  seq_gap_pos_count:374
frame stats  tcp_pair_key:192.168.110.51:1096-192.168.110.61:39634  frame_count:8443  syn_count:0  fin_count:0  rst_count:0  isn:002878680297  "seq_gap_pos_count %":0.0442918  "seq_gap_neg_count %":0
kafka stats  kafka_count:162  kafka_len_tot:000170006462  tcp_payload_len_tot:000179042895  ind_client_id_n:0
kafka rsp without req!!  list  
kafka_corr_id:4957  iframe:107
kafka_corr_id:5010  iframe:9958
kafka_corr_id:5178  iframe:61775
kafka_corr_id:5366  iframe:111600
kafka_corr_id:5406  iframe:121340
kafka_corr_id:5414  iframe:121800
kafka_corr_id:5494  iframe:151333
kafka_corr_id:5579  iframe:171062
kafka_corr_id:5619  iframe:181640
======================client to broker 
gaps_pos!!!  seq_gap_pos_count:99
frame stats  tcp_pair_key:192.168.110.71:58824-192.168.110.51:1096  frame_count:547  syn_count:0  fin_count:1  rst_count:0  isn:003828549246  "seq_gap_pos_count %":0.180657  "seq_gap_neg_count %":0
kafka stats  kafka_count:21  kafka_len_tot:000020291209  tcp_payload_len_tot:000026716777  ind_client_id_n:1
kafka client_id list (req only) 
client_id_key:producer-20
kafka_non_ack_count:5  pct_non_ack!!!:0.227273
kafka req  list  
kafka_corr_id:1985  ack:1  iframe:370
kafka_corr_id:1986  ack:1  iframe:1175
kafka_corr_id:1990  ack:1  iframe:4407
kafka_corr_id:1992  ack:1  iframe:4873
kafka_corr_id:1993  ack:0  iframe:6098
kafka_corr_id:1998  ack:0  iframe:7711
kafka_corr_id:2005  ack:1  iframe:9674
kafka_corr_id:2028  ack:1  iframe:20759
kafka_corr_id:2036  ack:0  iframe:29256
kafka_corr_id:2038  ack:0  iframe:38161
kafka_corr_id:2045  ack:1  iframe:39906
kafka_corr_id:2054  ack:1  iframe:50377
kafka_corr_id:2062  ack:1  iframe:62899
kafka_corr_id:2063  ack:1  iframe:68472
kafka_corr_id:2074  ack:1  iframe:91478
kafka_corr_id:2075  ack:1  iframe:91592
kafka_corr_id:2089  ack:1  iframe:104830
kafka_corr_id:2122  ack:1  iframe:151329
kafka_corr_id:2125  ack:1  iframe:160567
kafka_corr_id:2128  ack:1  iframe:170372
kafka_corr_id:2131  ack:0  iframe:182693
=============broker to client 
gaps_pos!!!  seq_gap_pos_count:1
frame stats  tcp_pair_key:192.168.110.51:1096-192.168.110.71:58824  frame_count:38  syn_count:0  fin_count:1  rst_count:0  isn:000371299607  "seq_gap_pos_count %":0.025641  "seq_gap_neg_count %":0
kafka stats  kafka_count:37  kafka_len_tot:000000002886  tcp_payload_len_tot:000000002886  ind_client_id_n:0
kafka rsp without req!!  list  
kafka_corr_id:1956  iframe:97
kafka_corr_id:1987  iframe:4007
kafka_corr_id:1993  iframe:5929
kafka_corr_id:1996  iframe:6608
kafka_corr_id:1997  iframe:7158
kafka_corr_id:1998  iframe:7540
kafka_corr_id:1999  iframe:8182
kafka_corr_id:2002  iframe:8775
kafka_corr_id:2003  iframe:9131
kafka_corr_id:2004  iframe:9527
kafka_corr_id:2006  iframe:20474
kafka_corr_id:2036  iframe:29061
kafka_corr_id:2037  iframe:33816
kafka_corr_id:2038  iframe:38056
kafka_corr_id:2044  iframe:39721
kafka_corr_id:2055  iframe:51059
kafka_corr_id:2057  iframe:51735
kafka_corr_id:2058  iframe:52183
kafka_corr_id:2094  iframe:119801
kafka_corr_id:2095  iframe:122044
kafka_corr_id:2098  iframe:122506
======================client to broker 
gaps_pos!!!  seq_gap_pos_count:134
frame stats  tcp_pair_key:192.168.110.71:48528-192.168.110.51:1096  frame_count:753  syn_count:0  fin_count:0  rst_count:1  isn:002832401489  "seq_gap_pos_count %":0.177719  "seq_gap_neg_count %":0
kafka stats  kafka_count:31  kafka_len_tot:000029884521  tcp_payload_len_tot:000037009491  ind_client_id_n:1
kafka client_id list (req only) 
client_id_key:producer-4
kafka_non_ack_count:7  pct_non_ack!!!:0.21875
kafka req  list  
kafka_corr_id:1860  ack:0  iframe:7373
kafka_corr_id:1865  ack:0  iframe:16952
kafka_corr_id:1878  ack:1  iframe:17041
kafka_corr_id:1897  ack:0  iframe:49929
kafka_corr_id:1905  ack:0  iframe:66703
kafka_corr_id:1912  ack:1  iframe:68556
kafka_corr_id:1913  ack:1  iframe:68961
kafka_corr_id:1914  ack:1  iframe:69374
kafka_corr_id:1929  ack:1  iframe:80845
kafka_corr_id:1931  ack:1  iframe:80947
kafka_corr_id:1935  ack:1  iframe:81264
kafka_corr_id:1946  ack:1  iframe:99369
kafka_corr_id:1961  ack:1  iframe:103953
kafka_corr_id:1962  ack:1  iframe:104191
kafka_corr_id:1963  ack:1  iframe:104558
kafka_corr_id:1966  ack:1  iframe:104675
kafka_corr_id:1973  ack:1  iframe:121931
kafka_corr_id:1976  ack:0  iframe:133729
kafka_corr_id:1980  ack:0  iframe:141562
kafka_corr_id:2003  ack:1  iframe:147631
kafka_corr_id:2004  ack:1  iframe:148013
kafka_corr_id:2012  ack:1  iframe:166090
kafka_corr_id:2016  ack:1  iframe:166560
kafka_corr_id:2028  ack:1  iframe:170461
kafka_corr_id:2032  ack:1  iframe:171155
kafka_corr_id:2037  ack:1  iframe:177379
kafka_corr_id:2040  ack:1  iframe:187253
kafka_corr_id:2045  ack:0  iframe:192678
kafka_corr_id:2047  ack:1  iframe:195463
kafka_corr_id:2049  ack:1  iframe:196206
kafka_corr_id:2056  ack:1  iframe:203534
=============broker to client 
gaps_pos!!!  seq_gap_pos_count:4
frame stats  tcp_pair_key:192.168.110.51:1096-192.168.110.71:48528  frame_count:47  syn_count:0  fin_count:0  rst_count:0  isn:001023270306  "seq_gap_pos_count %":0.0833333  "seq_gap_neg_count %":0
kafka stats  kafka_count:47  kafka_len_tot:000000003666  tcp_payload_len_tot:000000003666  ind_client_id_n:0
kafka rsp without req!!  list  
kafka_corr_id:1854  iframe:8
kafka_corr_id:1860  iframe:7338
kafka_corr_id:1864  iframe:7769
kafka_corr_id:1876  iframe:16979
kafka_corr_id:1905  iframe:66623
kafka_corr_id:1911  iframe:68380
kafka_corr_id:1938  iframe:96679
kafka_corr_id:1948  iframe:99840
kafka_corr_id:1975  iframe:131889
kafka_corr_id:1976  iframe:132721
kafka_corr_id:1979  iframe:133863
kafka_corr_id:1980  iframe:136215
kafka_corr_id:1994  iframe:147562
kafka_corr_id:2005  iframe:163026
kafka_corr_id:2011  iframe:165936
kafka_corr_id:2014  iframe:166384
kafka_corr_id:2018  iframe:168181
kafka_corr_id:2025  iframe:168757
kafka_corr_id:2030  iframe:170846
kafka_corr_id:2045  iframe:192451
kafka_corr_id:2046  iframe:195326
kafka_corr_id:2048  iframe:196105
kafka_corr_id:2051  iframe:197821
======================client to broker 
gaps_pos!!!  seq_gap_pos_count:8
frame stats  tcp_pair_key:192.168.110.61:39656-192.168.110.51:1096  frame_count:180  syn_count:0  fin_count:0  rst_count:1  isn:002007130183  "seq_gap_pos_count %":0.0441989  "seq_gap_neg_count %":0
kafka stats  kafka_count:179  kafka_len_tot:000000022485  tcp_payload_len_tot:000000022485  ind_client_id_n:1
kafka client_id list (req only) 
client_id_key:consumer-sub-000-nOkgFv0-4
kafka_non_ack_count:25  pct_non_ack!!!:0.138889
kafka req  list  
kafka_corr_id:5628  ack:0  iframe:225
kafka_corr_id:5635  ack:1  iframe:976
kafka_corr_id:5649  ack:0  iframe:2273
kafka_corr_id:5661  ack:1  iframe:2879
kafka_corr_id:5665  ack:1  iframe:3254
kafka_corr_id:5669  ack:1  iframe:3516
kafka_corr_id:5679  ack:1  iframe:4451
kafka_corr_id:5691  ack:0  iframe:5351
kafka_corr_id:5695  ack:0  iframe:6355
kafka_corr_id:5703  ack:1  iframe:9481
kafka_corr_id:5707  ack:1  iframe:9677
kafka_corr_id:5709  ack:1  iframe:10064
kafka_corr_id:5712  ack:1  iframe:10404
kafka_corr_id:5714  ack:1  iframe:16932
kafka_corr_id:5716  ack:1  iframe:17140
kafka_corr_id:5717  ack:1  iframe:17173
kafka_corr_id:5718  ack:1  iframe:18940
kafka_corr_id:5721  ack:1  iframe:19254
kafka_corr_id:5725  ack:1  iframe:25858
kafka_corr_id:5729  ack:1  iframe:26008
kafka_corr_id:5737  ack:1  iframe:26760
kafka_corr_id:5745  ack:1  iframe:27499
kafka_corr_id:5751  ack:1  iframe:27966
kafka_corr_id:5755  ack:1  iframe:28951
kafka_corr_id:5759  ack:1  iframe:29491
kafka_corr_id:5763  ack:1  iframe:31260
kafka_corr_id:5767  ack:1  iframe:31363
kafka_corr_id:5771  ack:1  iframe:32247
kafka_corr_id:5775  ack:1  iframe:35130
kafka_corr_id:5779  ack:1  iframe:39675
kafka_corr_id:5783  ack:0  iframe:40029
kafka_corr_id:5799  ack:1  iframe:41777
kafka_corr_id:5805  ack:1  iframe:42222
kafka_corr_id:5808  ack:1  iframe:43121
kafka_corr_id:5812  ack:1  iframe:43267
kafka_corr_id:5816  ack:1  iframe:43417
kafka_corr_id:5820  ack:1  iframe:43597
kafka_corr_id:5824  ack:1  iframe:47839
kafka_corr_id:5828  ack:1  iframe:48234
kafka_corr_id:5831  ack:1  iframe:49826
kafka_corr_id:5832  ack:1  iframe:49951
kafka_corr_id:5833  ack:1  iframe:53565
kafka_corr_id:5836  ack:1  iframe:53870
kafka_corr_id:5840  ack:1  iframe:54103
kafka_corr_id:5844  ack:1  iframe:54239
kafka_corr_id:5852  ack:1  iframe:54697
kafka_corr_id:5860  ack:1  iframe:55060
kafka_corr_id:5864  ack:1  iframe:55131
kafka_corr_id:5868  ack:1  iframe:55221
kafka_corr_id:5872  ack:1  iframe:55308
kafka_corr_id:5876  ack:1  iframe:55388
kafka_corr_id:5880  ack:1  iframe:56258
kafka_corr_id:5884  ack:0  iframe:57250
kafka_corr_id:5888  ack:1  iframe:62873
kafka_corr_id:5892  ack:1  iframe:62980
kafka_corr_id:5907  ack:1  iframe:64162
kafka_corr_id:5915  ack:1  iframe:64509
kafka_corr_id:5919  ack:0  iframe:65801
kafka_corr_id:5923  ack:1  iframe:66164
kafka_corr_id:5927  ack:1  iframe:67341
kafka_corr_id:5931  ack:1  iframe:67814
kafka_corr_id:5935  ack:1  iframe:68280
kafka_corr_id:5937  ack:1  iframe:74788
kafka_corr_id:5939  ack:1  iframe:77814
kafka_corr_id:5940  ack:1  iframe:78040
kafka_corr_id:5941  ack:1  iframe:80765
kafka_corr_id:5944  ack:1  iframe:81434
kafka_corr_id:5948  ack:1  iframe:81692
kafka_corr_id:5954  ack:1  iframe:81932
kafka_corr_id:5958  ack:1  iframe:84930
kafka_corr_id:5962  ack:1  iframe:85064
kafka_corr_id:5966  ack:0  iframe:85577
kafka_corr_id:5970  ack:1  iframe:85906
kafka_corr_id:5974  ack:1  iframe:87478
kafka_corr_id:5978  ack:1  iframe:87646
kafka_corr_id:5982  ack:0  iframe:88413
kafka_corr_id:5984  ack:1  iframe:92013
kafka_corr_id:5988  ack:1  iframe:92571
kafka_corr_id:5991  ack:1  iframe:92697
kafka_corr_id:5995  ack:1  iframe:92816
kafka_corr_id:5999  ack:1  iframe:92915
kafka_corr_id:6003  ack:1  iframe:93018
kafka_corr_id:6007  ack:1  iframe:93332
kafka_corr_id:6011  ack:1  iframe:93837
kafka_corr_id:6015  ack:1  iframe:96196
kafka_corr_id:6019  ack:1  iframe:99071
kafka_corr_id:6023  ack:1  iframe:99720
kafka_corr_id:6027  ack:0  iframe:100063
kafka_corr_id:6030  ack:1  iframe:102045
kafka_corr_id:6031  ack:1  iframe:102078
kafka_corr_id:6032  ack:1  iframe:102167
kafka_corr_id:6035  ack:1  iframe:103028
kafka_corr_id:6041  ack:1  iframe:103304
kafka_corr_id:6045  ack:1  iframe:103480
kafka_corr_id:6049  ack:1  iframe:105610
kafka_corr_id:6053  ack:1  iframe:105983
kafka_corr_id:6057  ack:1  iframe:106341
kafka_corr_id:6061  ack:1  iframe:107116
kafka_corr_id:6063  ack:1  iframe:109773
kafka_corr_id:6065  ack:1  iframe:109780
kafka_corr_id:6067  ack:1  iframe:109786
kafka_corr_id:6069  ack:1  iframe:115003
kafka_corr_id:6073  ack:1  iframe:115263
kafka_corr_id:6077  ack:1  iframe:115475
kafka_corr_id:6083  ack:1  iframe:115822
kafka_corr_id:6089  ack:1  iframe:116298
kafka_corr_id:6097  ack:1  iframe:116683
kafka_corr_id:6101  ack:1  iframe:117493
kafka_corr_id:6105  ack:1  iframe:117690
kafka_corr_id:6109  ack:1  iframe:117824
kafka_corr_id:6117  ack:1  iframe:120785
kafka_corr_id:6121  ack:0  iframe:120995
kafka_corr_id:6129  ack:0  iframe:121552
kafka_corr_id:6133  ack:1  iframe:121625
kafka_corr_id:6137  ack:1  iframe:124362
kafka_corr_id:6141  ack:1  iframe:126084
kafka_corr_id:6145  ack:1  iframe:126585
kafka_corr_id:6149  ack:0  iframe:126779
kafka_corr_id:6153  ack:1  iframe:127054
kafka_corr_id:6158  ack:1  iframe:129359
kafka_corr_id:6162  ack:0  iframe:131204
kafka_corr_id:6166  ack:1  iframe:131527
kafka_corr_id:6174  ack:1  iframe:132312
kafka_corr_id:6178  ack:0  iframe:132823
kafka_corr_id:6182  ack:1  iframe:132995
kafka_corr_id:6186  ack:1  iframe:133380
kafka_corr_id:6190  ack:1  iframe:133493
kafka_corr_id:6193  ack:1  iframe:135357
kafka_corr_id:6195  ack:1  iframe:135361
kafka_corr_id:6197  ack:1  iframe:139671
kafka_corr_id:6198  ack:1  iframe:139955
kafka_corr_id:6199  ack:1  iframe:141620
kafka_corr_id:6200  ack:1  iframe:141816
kafka_corr_id:6201  ack:1  iframe:143957
kafka_corr_id:6204  ack:1  iframe:144899
kafka_corr_id:6207  ack:0  iframe:145834
kafka_corr_id:6211  ack:1  iframe:146181
kafka_corr_id:6215  ack:1  iframe:146408
kafka_corr_id:6219  ack:1  iframe:146840
kafka_corr_id:6224  ack:1  iframe:147560
kafka_corr_id:6228  ack:1  iframe:149275
kafka_corr_id:6232  ack:1  iframe:149653
kafka_corr_id:6236  ack:0  iframe:150507
kafka_corr_id:6240  ack:1  iframe:150843
kafka_corr_id:6244  ack:1  iframe:150986
kafka_corr_id:6248  ack:1  iframe:151799
kafka_corr_id:6252  ack:1  iframe:152119
kafka_corr_id:6260  ack:1  iframe:153987
kafka_corr_id:6264  ack:1  iframe:154223
kafka_corr_id:6271  ack:1  iframe:159558
kafka_corr_id:6275  ack:1  iframe:160570
kafka_corr_id:6279  ack:1  iframe:160658
kafka_corr_id:6299  ack:1  iframe:162528
kafka_corr_id:6304  ack:1  iframe:162914
kafka_corr_id:6309  ack:0  iframe:163255
kafka_corr_id:6311  ack:1  iframe:167053
kafka_corr_id:6312  ack:1  iframe:171045
kafka_corr_id:6313  ack:1  iframe:171078
kafka_corr_id:6314  ack:1  iframe:171361
kafka_corr_id:6315  ack:1  iframe:171653
kafka_corr_id:6319  ack:1  iframe:177853
kafka_corr_id:6323  ack:1  iframe:177972
kafka_corr_id:6333  ack:1  iframe:178405
kafka_corr_id:6337  ack:1  iframe:178759
kafka_corr_id:6345  ack:1  iframe:179090
kafka_corr_id:6349  ack:1  iframe:179422
kafka_corr_id:6353  ack:1  iframe:179720
kafka_corr_id:6357  ack:0  iframe:180378
kafka_corr_id:6367  ack:1  iframe:181456
kafka_corr_id:6371  ack:1  iframe:181829
kafka_corr_id:6373  ack:1  iframe:194534
kafka_corr_id:6376  ack:1  iframe:199905
kafka_corr_id:6384  ack:1  iframe:200360
kafka_corr_id:6396  ack:0  iframe:201061
kafka_corr_id:6412  ack:0  iframe:202053
kafka_corr_id:6416  ack:0  iframe:202129
kafka_corr_id:6418  ack:0  iframe:203727
kafka_corr_id:6419  ack:0  iframe:204153
kafka_corr_id:6420  ack:0  iframe:204512
=============broker to client 
gaps_pos!!!  seq_gap_pos_count:370
frame stats  tcp_pair_key:192.168.110.51:1096-192.168.110.61:39656  frame_count:9616  syn_count:0  fin_count:0  rst_count:0  isn:003701981536  "seq_gap_pos_count %":0.0384735  "seq_gap_neg_count %":0
kafka stats  kafka_count:160  kafka_len_tot:000193895030  tcp_payload_len_tot:000203589219  ind_client_id_n:0
kafka rsp without req!!  list  
kafka_corr_id:5624  iframe:138
kafka_corr_id:5699  iframe:9422
kafka_corr_id:6125  iframe:121554
kafka_corr_id:6256  iframe:153920
kafka_corr_id:6267  iframe:159528
kafka_corr_id:6361  iframe:181338
======================client to broker 
gaps_pos!!!  seq_gap_pos_count:109
frame stats  tcp_pair_key:192.168.110.71:58848-192.168.110.51:1096  frame_count:756  syn_count:0  fin_count:0  rst_count:1  isn:003212106294  "seq_gap_pos_count %":0.143989  "seq_gap_neg_count %":0
kafka stats  kafka_count:32  kafka_len_tot:000030291269  tcp_payload_len_tot:000038609101  ind_client_id_n:1
kafka client_id list (req only) 
client_id_key:producer-16
kafka_non_ack_count:7  pct_non_ack!!!:0.212121
kafka req  list  
kafka_corr_id:1969  ack:1  iframe:423
kafka_corr_id:1971  ack:0  iframe:8630
kafka_corr_id:1984  ack:1  iframe:17497
kafka_corr_id:1992  ack:1  iframe:23120
kafka_corr_id:1996  ack:1  iframe:26147
kafka_corr_id:1997  ack:1  iframe:32089
kafka_corr_id:2002  ack:0  iframe:69593
kafka_corr_id:2023  ack:1  iframe:69677
kafka_corr_id:2041  ack:1  iframe:83181
kafka_corr_id:2042  ack:1  iframe:83214
kafka_corr_id:2043  ack:1  iframe:83287
kafka_corr_id:2059  ack:1  iframe:86013
kafka_corr_id:2064  ack:1  iframe:90121
kafka_corr_id:2066  ack:1  iframe:93430
kafka_corr_id:2085  ack:1  iframe:102304
kafka_corr_id:2088  ack:1  iframe:102687
kafka_corr_id:2089  ack:0  iframe:119373
kafka_corr_id:2091  ack:0  iframe:120604
kafka_corr_id:2093  ack:0  iframe:133835
kafka_corr_id:2100  ack:1  iframe:134103
kafka_corr_id:2120  ack:1  iframe:170147
kafka_corr_id:2123  ack:1  iframe:170425
kafka_corr_id:2145  ack:1  iframe:185832
kafka_corr_id:2148  ack:1  iframe:185977
kafka_corr_id:2151  ack:1  iframe:186312
kafka_corr_id:2153  ack:1  iframe:186419
kafka_corr_id:2154  ack:1  iframe:186511
kafka_corr_id:2157  ack:1  iframe:186724
kafka_corr_id:2161  ack:1  iframe:187137
kafka_corr_id:2163  ack:0  iframe:192070
kafka_corr_id:2166  ack:0  iframe:195320
kafka_corr_id:2168  ack:1  iframe:201781
=============broker to client 
gaps_pos!!!  seq_gap_pos_count:5
frame stats  tcp_pair_key:192.168.110.51:1096-192.168.110.71:58848  frame_count:48  syn_count:0  fin_count:0  rst_count:0  isn:000675592113  "seq_gap_pos_count %":0.102041  "seq_gap_neg_count %":0
kafka stats  kafka_count:48  kafka_len_tot:000000003744  tcp_payload_len_tot:000000003744  ind_client_id_n:0
kafka rsp without req!!  list  
kafka_corr_id:1953  iframe:4
kafka_corr_id:1971  iframe:8471
kafka_corr_id:1972  iframe:8967
kafka_corr_id:1973  iframe:9308
kafka_corr_id:1974  iframe:9689
kafka_corr_id:1977  iframe:17357
kafka_corr_id:1998  iframe:33818
kafka_corr_id:2000  iframe:38138
kafka_corr_id:2002  iframe:50289
kafka_corr_id:2021  iframe:69619
kafka_corr_id:2090  iframe:120001
kafka_corr_id:2091  iframe:120333
kafka_corr_id:2092  iframe:122119
kafka_corr_id:2093  iframe:122602
kafka_corr_id:2099  iframe:133983
kafka_corr_id:2101  iframe:134475
kafka_corr_id:2141  iframe:182037
kafka_corr_id:2142  iframe:184877
kafka_corr_id:2143  iframe:185382
kafka_corr_id:2144  iframe:185564
kafka_corr_id:2160  iframe:187024
kafka_corr_id:2165  iframe:195218
kafka_corr_id:2167  iframe:201636
======================client to broker 
gaps_pos!!!  seq_gap_pos_count:130
frame stats  tcp_pair_key:192.168.110.71:58796-192.168.110.51:1096  frame_count:890  syn_count:0  fin_count:0  rst_count:1  isn:001936413363  "seq_gap_pos_count %":0.145903  "seq_gap_neg_count %":0
kafka stats  kafka_count:33  kafka_len_tot:000033010021  tcp_payload_len_tot:000047271039  ind_client_id_n:1
kafka client_id list (req only) 
client_id_key:producer-24
kafka_non_ack_count:11  pct_non_ack!!!:0.323529
kafka req  list  
kafka_corr_id:1911  ack:1  iframe:415
kafka_corr_id:1912  ack:0  iframe:4174
kafka_corr_id:1930  ack:0  iframe:13225
kafka_corr_id:1933  ack:0  iframe:15820
kafka_corr_id:1945  ack:1  iframe:20797
kafka_corr_id:1981  ack:1  iframe:49881
kafka_corr_id:1982  ack:0  iframe:62696
kafka_corr_id:2004  ack:1  iframe:68628
kafka_corr_id:2006  ack:1  iframe:68923
kafka_corr_id:2009  ack:1  iframe:69124
kafka_corr_id:2030  ack:1  iframe:84040
kafka_corr_id:2046  ack:0  iframe:99722
kafka_corr_id:2058  ack:0  iframe:111826
kafka_corr_id:2060  ack:1  iframe:112097
kafka_corr_id:2061  ack:0  iframe:123149
kafka_corr_id:2067  ack:1  iframe:124024
kafka_corr_id:2074  ack:1  iframe:125931
kafka_corr_id:2075  ack:0  iframe:126686
kafka_corr_id:2093  ack:1  iframe:139953
kafka_corr_id:2104  ack:1  iframe:146664
kafka_corr_id:2107  ack:0  iframe:152434
kafka_corr_id:2108  ack:1  iframe:155000
kafka_corr_id:2111  ack:1  iframe:157755
kafka_corr_id:2112  ack:0  iframe:158603
kafka_corr_id:2114  ack:1  iframe:158963
kafka_corr_id:2117  ack:1  iframe:165086
kafka_corr_id:2119  ack:1  iframe:165482
kafka_corr_id:2121  ack:1  iframe:166191
